Exp.N,Hour,Treat,red.per
1,22,ETO 75uM,0.01267651
1,24,ETO 75uM,0.014358437
1,26,ETO 75uM,0.01662483
1,28,ETO 75uM,0.018798269
1,30,ETO 75uM,0.021645209
1,32,ETO 75uM,0.025476263
1,34,ETO 75uM,0.03036833
1,36,ETO 75uM,0.035832346
1,38,ETO 75uM,0.041800606
1,40,ETO 75uM,0.048423567
1,42,ETO 75uM,0.055616648
1,44,ETO 75uM,0.064076733
1,46,ETO 75uM,0.07216994
1,48,ETO 75uM,0.081467616
1,50,ETO 75uM,0.091605487
1,52,ETO 75uM,0.102375399
1,54,ETO 75uM,0.112511896
1,56,ETO 75uM,0.122448083
1,58,ETO 75uM,0.131762459
1,60,ETO 75uM,0.14245682
1,62,ETO 75uM,0.151892906
1,64,ETO 75uM,0.162856706
1,66,ETO 75uM,0.173486435
1,68,ETO 75uM,0.184186274
1,70,ETO 75uM,0.19510872
1,72,ETO 75uM,0.207011559
1,74,ETO 75uM,0.220690804
1,76,ETO 75uM,0.235978189
1,78,ETO 75uM,0.250889944
1,80,ETO 75uM,0.266455622
1,82,ETO 75uM,0.283198443
1,84,ETO 75uM,0.301019633
1,86,ETO 75uM,0.31407499
1,88,ETO 75uM,0.328305002
1,90,ETO 75uM,0.342767617
1,0,ETO 100uM,0.004212522
1,2,ETO 100uM,0.005042717
1,4,ETO 100uM,0.005633799
1,6,ETO 100uM,0.006028749
1,8,ETO 100uM,0.006365121
1,10,ETO 100uM,0.006703255
1,12,ETO 100uM,0.00747675
1,14,ETO 100uM,0.008396226
1,16,ETO 100uM,0.009775809
1,18,ETO 100uM,0.011572692
1,20,ETO 100uM,0.013808284
1,22,ETO 100uM,0.016282836
1,24,ETO 100uM,0.018736896
1,26,ETO 100uM,0.022163728
1,28,ETO 100uM,0.026170216
1,30,ETO 100uM,0.030653942
1,32,ETO 100uM,0.035600927
1,34,ETO 100uM,0.040904755
1,36,ETO 100uM,0.046939017
1,38,ETO 100uM,0.05331968
1,40,ETO 100uM,0.060637855
1,42,ETO 100uM,0.067888756
1,44,ETO 100uM,0.07566633
1,46,ETO 100uM,0.084243119
1,48,ETO 100uM,0.094101298
1,50,ETO 100uM,0.105166279
1,52,ETO 100uM,0.115589441
1,54,ETO 100uM,0.127002095
1,56,ETO 100uM,0.139341097
1,58,ETO 100uM,0.149375876
1,60,ETO 100uM,0.15991459
1,62,ETO 100uM,0.17062778
1,64,ETO 100uM,0.185597503
1,66,ETO 100uM,0.197630223
1,68,ETO 100uM,0.209025156
1,70,ETO 100uM,0.221225938
1,72,ETO 100uM,0.233322286
1,74,ETO 100uM,0.247003791
1,76,ETO 100uM,0.257944107
1,78,ETO 100uM,0.270301517
1,80,ETO 100uM,0.281479434
1,82,ETO 100uM,0.291768338
1,84,ETO 100uM,0.301072466
1,86,ETO 100uM,0.310327253
1,88,ETO 100uM,0.316914314
1,90,ETO 100uM,0.325986798
2,0,DMSO,0.001175389
2,2,DMSO,0.001640804
2,4,DMSO,0.002155912
2,6,DMSO,0.002547339
2,8,DMSO,0.002766918
2,10,DMSO,0.002663524
2,12,DMSO,0.002716195
2,14,DMSO,0.002849844
2,16,DMSO,0.00279358
2,18,DMSO,0.002734157
2,20,DMSO,0.00281122
2,22,DMSO,0.003067448
2,24,DMSO,0.003142282
2,26,DMSO,0.003266037
2,28,DMSO,0.003262426
2,30,DMSO,0.003621041
2,32,DMSO,0.003901959
2,34,DMSO,0.004033658
2,36,DMSO,0.004126997
2,38,DMSO,0.004078243
2,40,DMSO,0.00409562
2,42,DMSO,0.004353972
2,44,DMSO,0.004860639
2,46,DMSO,0.005064688
2,48,DMSO,0.005265492
2,50,DMSO,0.005655498
2,52,DMSO,0.005847798
2,54,DMSO,0.006035479
2,56,DMSO,0.006206671
2,58,DMSO,0.006668168
2,60,DMSO,0.006732815
2,62,DMSO,0.007399233
2,64,DMSO,0.007839888
2,66,DMSO,0.008173608
2,68,DMSO,0.008396841
2,70,DMSO,0.009226878
2,72,DMSO,0.009473047
2,74,DMSO,0.009860788
2,76,DMSO,0.010281587
2,78,DMSO,0.010726879
2,80,DMSO,0.011382672
2,82,DMSO,0.011880352
2,84,DMSO,0.012507198
2,86,DMSO,0.012712454
2,88,DMSO,0.013479105
2,90,DMSO,0.014433671
2,0,ETO 50uM,0.001267662
2,2,ETO 50uM,0.001727977
2,4,ETO 50uM,0.002636373
2,6,ETO 50uM,0.002663457
2,8,ETO 50uM,0.002771046
2,10,ETO 50uM,0.003140095
2,12,ETO 50uM,0.00323662
2,14,ETO 50uM,0.003139148
2,16,ETO 50uM,0.003199109
2,18,ETO 50uM,0.003485608
2,20,ETO 50uM,0.00395782
2,22,ETO 50uM,0.004385165
2,24,ETO 50uM,0.005113559
2,26,ETO 50uM,0.005561703
2,28,ETO 50uM,0.005732448
2,30,ETO 50uM,0.005990774
2,32,ETO 50uM,0.006461135
2,34,ETO 50uM,0.00733185
2,36,ETO 50uM,0.007980731
2,38,ETO 50uM,0.008723682
2,40,ETO 50uM,0.009741692
2,42,ETO 50uM,0.01091171
2,44,ETO 50uM,0.012135751
2,46,ETO 50uM,0.014125508
2,48,ETO 50uM,0.01616968
2,50,ETO 50uM,0.017915146
2,52,ETO 50uM,0.020751922
2,54,ETO 50uM,0.023280179
2,56,ETO 50uM,0.02628416
2,58,ETO 50uM,0.029913079
2,60,ETO 50uM,0.034027312
2,62,ETO 50uM,0.037920604
2,64,ETO 50uM,0.042007731
2,66,ETO 50uM,0.045931049
2,68,ETO 50uM,0.049767791
2,70,ETO 50uM,0.053634255
2,72,ETO 50uM,0.057282697
2,74,ETO 50uM,0.061439359
2,76,ETO 50uM,0.065898662
2,78,ETO 50uM,0.070764643
2,80,ETO 50uM,0.074457205
2,82,ETO 50uM,0.077542714
2,84,ETO 50uM,0.080848279
2,86,ETO 50uM,0.084331062
2,88,ETO 50uM,0.08840251
2,90,ETO 50uM,0.092122798
2,0,ETO 75uM,0.001184447
2,2,ETO 75uM,0.001338319
2,4,ETO 75uM,0.001723934
2,6,ETO 75uM,0.002051487
2,8,ETO 75uM,0.002198921
2,10,ETO 75uM,0.002401473
2,12,ETO 75uM,0.00322579
2,14,ETO 75uM,0.003985141
2,16,ETO 75uM,0.005257393
2,18,ETO 75uM,0.006724185
2,20,ETO 75uM,0.007157022
2,22,ETO 75uM,0.008665029
2,24,ETO 75uM,0.01031317
2,26,ETO 75uM,0.012136838
2,28,ETO 75uM,0.014481674
2,30,ETO 75uM,0.016771725
2,32,ETO 75uM,0.021426805
2,34,ETO 75uM,0.02468767
2,36,ETO 75uM,0.029961584
2,38,ETO 75uM,0.034494292
2,40,ETO 75uM,0.039225999
2,42,ETO 75uM,0.044857387
2,44,ETO 75uM,0.051579001
2,46,ETO 75uM,0.059033302
2,48,ETO 75uM,0.067119476
2,50,ETO 75uM,0.076038531
2,52,ETO 75uM,0.085564188
2,54,ETO 75uM,0.095486102
2,56,ETO 75uM,0.107274283
2,58,ETO 75uM,0.118457062
2,60,ETO 75uM,0.130223645
2,62,ETO 75uM,0.14547708
2,64,ETO 75uM,0.157138489
2,66,ETO 75uM,0.168253425
2,68,ETO 75uM,0.182118299
2,70,ETO 75uM,0.197955471
2,72,ETO 75uM,0.207908902
2,74,ETO 75uM,0.226849496
2,76,ETO 75uM,0.238779321
2,78,ETO 75uM,0.250526988
2,80,ETO 75uM,0.265244001
2,82,ETO 75uM,0.280376319
2,84,ETO 75uM,0.296736584
2,86,ETO 75uM,0.310092366
2,88,ETO 75uM,0.324278361
2,90,ETO 75uM,0.345188479
2,0,ETO 100uM,0.001189585
2,2,ETO 100uM,0.001091819
2,4,ETO 100uM,0.001107461
2,6,ETO 100uM,0.001336895
2,8,ETO 100uM,0.001458722
2,10,ETO 100uM,0.00152782
2,12,ETO 100uM,0.002700389
2,14,ETO 100uM,0.00426882
2,16,ETO 100uM,0.005614119
2,18,ETO 100uM,0.008949839
2,20,ETO 100uM,0.0143467
2,22,ETO 100uM,0.0189598
2,24,ETO 100uM,0.022876486
2,26,ETO 100uM,0.027004285
2,28,ETO 100uM,0.030748562
2,30,ETO 100uM,0.035669362
2,32,ETO 100uM,0.041915886
2,34,ETO 100uM,0.045772707
2,36,ETO 100uM,0.052107457
2,38,ETO 100uM,0.060075169
2,40,ETO 100uM,0.067577592
2,42,ETO 100uM,0.077014469
2,44,ETO 100uM,0.084506814
2,46,ETO 100uM,0.097438996
2,48,ETO 100uM,0.104317446
2,50,ETO 100uM,0.119119581
2,52,ETO 100uM,0.131337715
2,54,ETO 100uM,0.145254501
2,56,ETO 100uM,0.158967994
2,58,ETO 100uM,0.176832152
2,60,ETO 100uM,0.191573603
2,62,ETO 100uM,0.218013449
2,64,ETO 100uM,0.241664787
2,66,ETO 100uM,0.265173595
2,68,ETO 100uM,0.291284923
2,70,ETO 100uM,0.313412686
2,72,ETO 100uM,0.335887725
2,74,ETO 100uM,0.353460483
2,76,ETO 100uM,0.367616888
2,78,ETO 100uM,0.384720712
2,80,ETO 100uM,0.393310403
2,82,ETO 100uM,0.412700249
2,84,ETO 100uM,0.420984274
2,86,ETO 100uM,0.439318819
2,88,ETO 100uM,0.438369062
2,90,ETO 100uM,0.441187027
3,0,DMSO,0.000489512
3,2,DMSO,0.000747196
3,4,DMSO,0.001031796
3,6,DMSO,0.001176894
3,8,DMSO,0.001297904
3,10,DMSO,0.001383225
3,12,DMSO,0.001538818
3,14,DMSO,0.001645644
3,16,DMSO,0.001823908
3,18,DMSO,0.00197407
3,20,DMSO,0.002129767
3,22,DMSO,0.002301073
3,24,DMSO,0.002589687
3,26,DMSO,0.00270776
3,28,DMSO,0.002949509
3,30,DMSO,0.003179763
3,32,DMSO,0.003484254
3,34,DMSO,0.003686944
3,36,DMSO,0.003964464
3,38,DMSO,0.00417915
3,40,DMSO,0.004497973
3,42,DMSO,0.004763568
3,44,DMSO,0.005083049
3,46,DMSO,0.005432287
3,48,DMSO,0.005785157
3,50,DMSO,0.006268685
3,52,DMSO,0.006719723
3,54,DMSO,0.00719445
3,56,DMSO,0.00765723
3,58,DMSO,0.008112771
3,60,DMSO,0.008627467
3,62,DMSO,0.009083935
3,64,DMSO,0.009708987
3,66,DMSO,0.010305272
3,68,DMSO,0.010817528
3,70,DMSO,0.011431968
3,72,DMSO,0.012047685
3,74,DMSO,0.012644885
3,76,DMSO,0.013217974
3,78,DMSO,0.013780584
3,80,DMSO,0.014361782
3,82,DMSO,0.015059906
3,84,DMSO,0.015601646
3,86,DMSO,0.016381429
3,88,DMSO,0.017172
3,90,DMSO,0.01805939
3,0,ETO 50uM,0.000637781
3,2,ETO 50uM,0.000812458
3,4,ETO 50uM,0.001026855
3,6,ETO 50uM,0.001227545
3,8,ETO 50uM,0.001373911
3,10,ETO 50uM,0.001653383
3,12,ETO 50uM,0.002119128
3,14,ETO 50uM,0.002192437
3,16,ETO 50uM,0.002327938
3,18,ETO 50uM,0.002593198
3,20,ETO 50uM,0.002896246
3,22,ETO 50uM,0.003401043
3,24,ETO 50uM,0.003914139
3,26,ETO 50uM,0.004647717
3,28,ETO 50uM,0.005223821
3,30,ETO 50uM,0.005730012
3,32,ETO 50uM,0.006350435
3,34,ETO 50uM,0.007287201
3,36,ETO 50uM,0.007974266
3,38,ETO 50uM,0.009170222
3,40,ETO 50uM,0.010459064
3,42,ETO 50uM,0.012284196
3,44,ETO 50uM,0.014145763
3,46,ETO 50uM,0.016456205
3,48,ETO 50uM,0.018965354
3,50,ETO 50uM,0.021863513
3,52,ETO 50uM,0.025246253
3,54,ETO 50uM,0.028837655
3,56,ETO 50uM,0.033089597
3,58,ETO 50uM,0.038178948
3,60,ETO 50uM,0.042681221
3,62,ETO 50uM,0.047851281
3,64,ETO 50uM,0.053037989
3,66,ETO 50uM,0.058300829
3,68,ETO 50uM,0.063647128
3,70,ETO 50uM,0.068689857
3,72,ETO 50uM,0.074241895
3,74,ETO 50uM,0.079549744
3,76,ETO 50uM,0.084600555
3,78,ETO 50uM,0.089414698
3,80,ETO 50uM,0.094019635
3,82,ETO 50uM,0.098918509
3,84,ETO 50uM,0.103688721
3,86,ETO 50uM,0.108400303
3,88,ETO 50uM,0.112690778
3,90,ETO 50uM,0.117606072
3,0,ETO 75uM,0.000578775
3,2,ETO 75uM,0.000774612
3,4,ETO 75uM,0.001110658
3,6,ETO 75uM,0.001544347
3,8,ETO 75uM,0.001726525
3,10,ETO 75uM,0.002092279
3,12,ETO 75uM,0.002809164
3,14,ETO 75uM,0.00331562
3,16,ETO 75uM,0.004072295
3,18,ETO 75uM,0.005178666
3,20,ETO 75uM,0.006586326
3,22,ETO 75uM,0.008259551
3,24,ETO 75uM,0.010187517
3,26,ETO 75uM,0.012751814
3,28,ETO 75uM,0.015982492
3,30,ETO 75uM,0.018966901
3,32,ETO 75uM,0.022536779
3,34,ETO 75uM,0.02674137
3,36,ETO 75uM,0.030866851
3,38,ETO 75uM,0.035505992
3,40,ETO 75uM,0.040910004
3,42,ETO 75uM,0.047075309
3,44,ETO 75uM,0.053879698
3,46,ETO 75uM,0.06069672
3,48,ETO 75uM,0.067645904
3,50,ETO 75uM,0.074637415
3,52,ETO 75uM,0.081863524
3,54,ETO 75uM,0.089776677
3,56,ETO 75uM,0.097943983
3,58,ETO 75uM,0.106156941
3,60,ETO 75uM,0.114238209
3,62,ETO 75uM,0.122809954
3,64,ETO 75uM,0.131619162
3,66,ETO 75uM,0.14168456
3,68,ETO 75uM,0.15092661
3,70,ETO 75uM,0.162713588
3,72,ETO 75uM,0.174398317
3,74,ETO 75uM,0.184621858
3,76,ETO 75uM,0.197761429
3,78,ETO 75uM,0.210835031
3,80,ETO 75uM,0.223158842
3,82,ETO 75uM,0.233321432
3,84,ETO 75uM,0.245833903
3,86,ETO 75uM,0.255042782
3,88,ETO 75uM,0.268190356
3,90,ETO 75uM,0.281066797
3,0,ETO 100uM,0.000587225
3,2,ETO 100uM,0.000778693
3,4,ETO 100uM,0.001186746
3,6,ETO 100uM,0.001342212
3,8,ETO 100uM,0.001473087
3,10,ETO 100uM,0.001962549
3,12,ETO 100uM,0.002987192
3,14,ETO 100uM,0.004356425
3,16,ETO 100uM,0.007184716
3,18,ETO 100uM,0.010528645
3,20,ETO 100uM,0.015285957
3,22,ETO 100uM,0.020214035
3,24,ETO 100uM,0.025570276
3,26,ETO 100uM,0.031184722
3,28,ETO 100uM,0.037861795
3,30,ETO 100uM,0.045244356
3,32,ETO 100uM,0.05279686
3,34,ETO 100uM,0.060899445
3,36,ETO 100uM,0.071820774
3,38,ETO 100uM,0.082944218
3,40,ETO 100uM,0.093685933
3,42,ETO 100uM,0.106298582
3,44,ETO 100uM,0.117029516
3,46,ETO 100uM,0.127524522
3,48,ETO 100uM,0.139559951
3,50,ETO 100uM,0.151347842
3,52,ETO 100uM,0.164515567
3,54,ETO 100uM,0.181054098
3,56,ETO 100uM,0.198158197
3,58,ETO 100uM,0.217646593
3,60,ETO 100uM,0.23958737
3,62,ETO 100uM,0.263039008
3,64,ETO 100uM,0.291470002
3,66,ETO 100uM,0.321401283
3,68,ETO 100uM,0.351862223
3,70,ETO 100uM,0.372103521
3,72,ETO 100uM,0.391040737
3,74,ETO 100uM,0.406314828
3,76,ETO 100uM,0.411500922
3,78,ETO 100uM,0.414982686
3,80,ETO 100uM,0.409967339
3,82,ETO 100uM,0.409255695
3,84,ETO 100uM,0.404245822
3,86,ETO 100uM,0.395944338
3,88,ETO 100uM,0.393510077
3,90,ETO 100uM,0.3913824
4,0,DMSO,0.009506233
4,2,DMSO,0.008008094
4,4,DMSO,0.006793922
4,6,DMSO,0.006255174
4,8,DMSO,0.005999537
4,10,DMSO,0.005579021
4,12,DMSO,0.005425625
4,14,DMSO,0.005261043
4,16,DMSO,0.005045436
4,18,DMSO,0.004827113
4,20,DMSO,0.004736887
4,22,DMSO,0.004623716
4,24,DMSO,0.004463819
4,26,DMSO,0.004373519
4,28,DMSO,0.004205602
4,30,DMSO,0.004050132
4,32,DMSO,0.003894552
4,34,DMSO,0.003865996
4,36,DMSO,0.003795951
4,38,DMSO,0.0035988
4,40,DMSO,0.003555402
4,42,DMSO,0.003521661
4,44,DMSO,0.003440655
4,46,DMSO,0.003315263
4,48,DMSO,0.003178635
4,50,DMSO,0.003127276
4,52,DMSO,0.003030762
4,54,DMSO,0.002913483
4,56,DMSO,0.002821165
4,58,DMSO,0.002762962
4,60,DMSO,0.002635182
4,62,DMSO,0.002582014
4,64,DMSO,0.002431253
4,66,DMSO,0.002443409
4,68,DMSO,0.002291658
4,70,DMSO,0.002207918
4,72,DMSO,0.002161641
4,74,DMSO,0.002040803
4,76,DMSO,0.001942846
4,78,DMSO,0.001915345
4,80,DMSO,0.001826804
4,82,DMSO,0.001780052
4,84,DMSO,0.00180923
4,86,DMSO,0.001756504
4,88,DMSO,0.001689738
4,90,DMSO,0.001648543
4,0,ETO 50uM,0.011384364
4,2,ETO 50uM,0.008844744
4,4,ETO 50uM,0.008138823
4,6,ETO 50uM,0.007987023
4,8,ETO 50uM,0.008183617
4,10,ETO 50uM,0.00799072
4,12,ETO 50uM,0.007981095
4,14,ETO 50uM,0.007853943
4,16,ETO 50uM,0.007879527
4,18,ETO 50uM,0.007866465
4,20,ETO 50uM,0.008321561
4,22,ETO 50uM,0.008286814
4,24,ETO 50uM,0.008386131
4,26,ETO 50uM,0.008222312
4,28,ETO 50uM,0.008543038
4,30,ETO 50uM,0.008604249
4,32,ETO 50uM,0.008820105
4,34,ETO 50uM,0.008953208
4,36,ETO 50uM,0.009203554
4,38,ETO 50uM,0.009287436
4,40,ETO 50uM,0.009529559
4,42,ETO 50uM,0.009810769
4,44,ETO 50uM,0.010233982
4,46,ETO 50uM,0.010453029
4,48,ETO 50uM,0.010769315
4,50,ETO 50uM,0.011255137
4,52,ETO 50uM,0.011748057
4,54,ETO 50uM,0.012499808
4,56,ETO 50uM,0.01330355
4,58,ETO 50uM,0.014177983
4,60,ETO 50uM,0.015109333
4,62,ETO 50uM,0.016206421
4,64,ETO 50uM,0.01737452
4,66,ETO 50uM,0.01879407
4,68,ETO 50uM,0.020566601
4,70,ETO 50uM,0.022143086
4,72,ETO 50uM,0.023662764
4,74,ETO 50uM,0.025338015
4,76,ETO 50uM,0.027318037
4,78,ETO 50uM,0.029082573
4,80,ETO 50uM,0.030902651
4,82,ETO 50uM,0.032409037
4,84,ETO 50uM,0.034025227
4,86,ETO 50uM,0.035831415
4,88,ETO 50uM,0.037665306
4,90,ETO 50uM,0.038932127
4,0,ETO 75uM,0.010826172
4,2,ETO 75uM,0.009305185
4,4,ETO 75uM,0.009011202
4,6,ETO 75uM,0.009070775
4,8,ETO 75uM,0.009192172
4,10,ETO 75uM,0.009539173
4,12,ETO 75uM,0.009714603
4,14,ETO 75uM,0.010131583
4,16,ETO 75uM,0.010516638
4,18,ETO 75uM,0.010702387
4,20,ETO 75uM,0.010926762
4,22,ETO 75uM,0.011445864
4,24,ETO 75uM,0.011675492
4,26,ETO 75uM,0.012266025
4,28,ETO 75uM,0.012731793
4,30,ETO 75uM,0.013330537
4,32,ETO 75uM,0.013981523
4,34,ETO 75uM,0.014616897
4,36,ETO 75uM,0.015646223
4,38,ETO 75uM,0.016475137
4,40,ETO 75uM,0.017666723
4,42,ETO 75uM,0.019165552
4,44,ETO 75uM,0.021132291
4,46,ETO 75uM,0.023063994
4,48,ETO 75uM,0.025206535
4,50,ETO 75uM,0.02750656
4,52,ETO 75uM,0.030467006
4,54,ETO 75uM,0.033868713
4,56,ETO 75uM,0.037535837
4,58,ETO 75uM,0.041764927
4,60,ETO 75uM,0.046137842
4,62,ETO 75uM,0.050813026
4,64,ETO 75uM,0.056044316
4,66,ETO 75uM,0.061442277
4,68,ETO 75uM,0.067368632
4,70,ETO 75uM,0.072932239
4,72,ETO 75uM,0.078105563
4,74,ETO 75uM,0.084199819
4,76,ETO 75uM,0.090334443
4,78,ETO 75uM,0.096545243
4,80,ETO 75uM,0.103893696
4,82,ETO 75uM,0.11136291
4,84,ETO 75uM,0.118843177
4,86,ETO 75uM,0.126813351
4,88,ETO 75uM,0.13364441
4,90,ETO 75uM,0.141635387
4,0,ETO 100uM,0.013945084
4,2,ETO 100uM,0.012691808
4,4,ETO 100uM,0.012288433
4,6,ETO 100uM,0.012498796
4,8,ETO 100uM,0.013041901
4,10,ETO 100uM,0.013874637
4,12,ETO 100uM,0.01499962
4,14,ETO 100uM,0.017103836
4,16,ETO 100uM,0.019400285
4,18,ETO 100uM,0.021465606
4,20,ETO 100uM,0.024244924
4,22,ETO 100uM,0.026318463
4,24,ETO 100uM,0.028622059
4,26,ETO 100uM,0.031184497
4,28,ETO 100uM,0.033863067
4,30,ETO 100uM,0.037570061
4,32,ETO 100uM,0.041892684
4,34,ETO 100uM,0.0468025
4,36,ETO 100uM,0.052601822
4,38,ETO 100uM,0.059278122
4,40,ETO 100uM,0.067220604
4,42,ETO 100uM,0.075503242
4,44,ETO 100uM,0.084739845
4,46,ETO 100uM,0.094860986
4,48,ETO 100uM,0.104706182
4,50,ETO 100uM,0.116531978
4,52,ETO 100uM,0.127607356
4,54,ETO 100uM,0.140488736
4,56,ETO 100uM,0.154916407
4,58,ETO 100uM,0.169611471
4,60,ETO 100uM,0.18507512
4,62,ETO 100uM,0.200359451
4,64,ETO 100uM,0.218735757
4,66,ETO 100uM,0.235643777
4,68,ETO 100uM,0.254531007
4,70,ETO 100uM,0.269414667
4,72,ETO 100uM,0.283357352
4,74,ETO 100uM,0.295234556
4,76,ETO 100uM,0.305645589
4,78,ETO 100uM,0.319205634
4,80,ETO 100uM,0.326914148
4,82,ETO 100uM,0.333425567
4,84,ETO 100uM,0.341280614
4,86,ETO 100uM,0.34455298
4,88,ETO 100uM,0.348891764
4,90,ETO 100uM,0.349023512
5,0,DMSO,0.014083576
5,2,DMSO,0.015471131
5,4,DMSO,0.0188597
5,6,DMSO,0.019266412
5,8,DMSO,0.020076375
5,10,DMSO,0.020186353
5,12,DMSO,0.019907555
5,14,DMSO,0.019770087
5,16,DMSO,0.020122874
5,18,DMSO,0.019689838
5,20,DMSO,0.020800463
5,22,DMSO,0.019653371
5,24,DMSO,0.018905939
5,26,DMSO,0.019613381
5,28,DMSO,0.018049691
5,30,DMSO,0.018215809
5,32,DMSO,0.018356206
5,34,DMSO,0.016643445
5,36,DMSO,0.016794253
5,38,DMSO,0.017019528
5,40,DMSO,0.016084249
5,42,DMSO,0.016775193
5,44,DMSO,0.015447973
5,46,DMSO,0.014724574
5,48,DMSO,0.014137743
5,50,DMSO,0.014031992
5,52,DMSO,0.01358558
5,54,DMSO,0.013978572
5,56,DMSO,0.013442134
5,58,DMSO,0.012050308
5,60,DMSO,0.012110967
5,62,DMSO,0.012793774
5,64,DMSO,0.011907216
5,66,DMSO,0.012050118
5,68,DMSO,0.012189584
5,70,DMSO,0.01177173
5,72,DMSO,0.011192622
5,74,DMSO,0.009329279
5,76,DMSO,0.009284897
5,78,DMSO,0.010406175
5,80,DMSO,0.009975671
5,82,DMSO,0.009780932
5,84,DMSO,0.010622154
5,86,DMSO,0.011117195
5,88,DMSO,0.01176905
5,90,DMSO,0.014125979
5,0,ETO 50uM,0.013070146
5,2,ETO 50uM,0.016635145
5,4,ETO 50uM,0.018864098
5,6,ETO 50uM,0.020406254
5,8,ETO 50uM,0.021087819
5,10,ETO 50uM,0.021373507
5,12,ETO 50uM,0.022384453
5,14,ETO 50uM,0.022421721
5,16,ETO 50uM,0.023271179
5,18,ETO 50uM,0.02533599
5,20,ETO 50uM,0.02458251
5,22,ETO 50uM,0.025061071
5,24,ETO 50uM,0.02560848
5,26,ETO 50uM,0.026662559
5,28,ETO 50uM,0.028594608
5,30,ETO 50uM,0.028120862
5,32,ETO 50uM,0.028167109
5,34,ETO 50uM,0.028062205
5,36,ETO 50uM,0.027320555
5,38,ETO 50uM,0.027283681
5,40,ETO 50uM,0.027696432
5,42,ETO 50uM,0.026575419
5,44,ETO 50uM,0.027149167
5,46,ETO 50uM,0.027073866
5,48,ETO 50uM,0.02817605
5,50,ETO 50uM,0.029406119
5,52,ETO 50uM,0.028754802
5,54,ETO 50uM,0.030092176
5,56,ETO 50uM,0.032446387
5,58,ETO 50uM,0.034645534
5,60,ETO 50uM,0.034785764
5,62,ETO 50uM,0.036887288
