Exp.N,Hour,Treat,red.per
5,72,ETO 50 然,0.020685177
5,74,ETO 50 然,0.022188352
5,76,ETO 50 然,0.025114115
5,78,ETO 50 然,0.028371472
5,80,ETO 50 然,0.029449319
5,82,ETO 50 然,0.033860561
5,84,ETO 50 然,0.03684891
5,86,ETO 50 然,0.038693847
5,88,ETO 50 然,0.041073969
5,90,ETO 50 然,0.047806447
5,0,ETO 75 然,0.003104048
5,2,ETO 75 然,0.004747185
5,4,ETO 75 然,0.00587958
5,6,ETO 75 然,0.005777285
5,8,ETO 75 然,0.006763277
5,10,ETO 75 然,0.007708071
5,12,ETO 75 然,0.007780096
5,14,ETO 75 然,0.008541638
5,16,ETO 75 然,0.010007058
5,18,ETO 75 然,0.011656412
5,20,ETO 75 然,0.013187555
5,22,ETO 75 然,0.014460906
5,24,ETO 75 然,0.015287067
5,26,ETO 75 然,0.016805016
5,28,ETO 75 然,0.017736285
5,30,ETO 75 然,0.019168972
5,32,ETO 75 然,0.018887818
5,34,ETO 75 然,0.018980634
5,36,ETO 75 然,0.019869291
5,38,ETO 75 然,0.019891019
5,40,ETO 75 然,0.021118551
5,42,ETO 75 然,0.020799112
5,44,ETO 75 然,0.021746156
5,46,ETO 75 然,0.023333627
5,48,ETO 75 然,0.023547429
5,50,ETO 75 然,0.024899087
5,52,ETO 75 然,0.027457849
5,54,ETO 75 然,0.02904727
5,56,ETO 75 然,0.030851798
5,58,ETO 75 然,0.034540035
5,60,ETO 75 然,0.037886068
5,62,ETO 75 然,0.042427696
5,64,ETO 75 然,0.04894434
5,66,ETO 75 然,0.05432596
5,68,ETO 75 然,0.061253561
5,70,ETO 75 然,0.070125508
5,72,ETO 75 然,0.072487082
5,74,ETO 75 然,0.077995296
5,76,ETO 75 然,0.086912477
5,78,ETO 75 然,0.093555809
5,80,ETO 75 然,0.100544753
5,82,ETO 75 然,0.111512667
5,84,ETO 75 然,0.116927416
5,86,ETO 75 然,0.123194751
5,88,ETO 75 然,0.131225003
5,90,ETO 75 然,0.141773355
5,0,ETO 100 然,0.003786911
5,2,ETO 100 然,0.005059376
5,4,ETO 100 然,0.006091575
5,6,ETO 100 然,0.007136525
5,8,ETO 100 然,0.007950277
5,10,ETO 100 然,0.009615401
5,12,ETO 100 然,0.012161179
5,14,ETO 100 然,0.013802522
5,16,ETO 100 然,0.016560434
5,18,ETO 100 然,0.022298499
5,20,ETO 100 然,0.028266925
5,22,ETO 100 然,0.033437383
5,24,ETO 100 然,0.036356352
5,26,ETO 100 然,0.041861287
5,28,ETO 100 然,0.04400033
5,30,ETO 100 然,0.048374401
5,32,ETO 100 然,0.051399757
5,34,ETO 100 然,0.051420972
5,36,ETO 100 然,0.054888271
5,38,ETO 100 然,0.055651238
5,40,ETO 100 然,0.058888614
5,42,ETO 100 然,0.061646408
5,44,ETO 100 然,0.064169992
5,46,ETO 100 然,0.066412239
5,48,ETO 100 然,0.069745411
5,50,ETO 100 然,0.079722042
5,52,ETO 100 然,0.082791656
5,54,ETO 100 然,0.09223474
5,56,ETO 100 然,0.1001935
5,58,ETO 100 然,0.112427035
5,60,ETO 100 然,0.124934847
5,62,ETO 100 然,0.134672129
5,64,ETO 100 然,0.150182916
5,66,ETO 100 然,0.166166948
5,68,ETO 100 然,0.183963231
5,70,ETO 100 然,0.2051928
5,72,ETO 100 然,0.233183596
5,74,ETO 100 然,0.247053394
5,76,ETO 100 然,0.285875139
5,78,ETO 100 然,0.318612978
5,80,ETO 100 然,0.326318614
5,82,ETO 100 然,0.340224693
5,84,ETO 100 然,0.357291202
5,86,ETO 100 然,0.353418368
5,88,ETO 100 然,0.354573031
5,90,ETO 100 然,0.348859923
